time,id,pos,sugar,age,vision,metabolism,sex,culture,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner
0,1,"(2, 21)",9.0,0,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,2,"(10, 47)",6.0,0,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,3,"(30, 6)",14.0,0,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,4,"(9, 13)",16.0,0,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,5,"(3, 34)",22.0,0,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,6,"(26, 27)",11.0,0,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,7,"(9, 40)",8.0,0,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,8,"(33, 22)",15.0,0,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,9,"(13, 19)",13.0,0,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,10,"(39, 45)",14.0,0,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,11,"(35, 1)",8.0,0,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,12,"(21, 9)",8.0,0,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,13,"(17, 26)",14.0,0,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,14,"(13, 40)",10.0,0,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,15,"(28, 20)",5.0,0,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,16,"(38, 38)",11.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,17,"(13, 44)",22.0,0,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,18,"(50, 21)",11.0,0,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,19,"(48, 27)",22.0,0,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,20,"(13, 9)",14.0,0,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,21,"(6, 20)",24.0,0,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,22,"(20, 18)",25.0,0,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,23,"(31, 2)",23.0,0,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,24,"(12, 50)",14.0,0,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,25,"(10, 9)",18.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,26,"(44, 18)",19.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,27,"(37, 1)",25.0,0,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,28,"(26, 19)",5.0,0,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,29,"(43, 15)",14.0,0,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,30,"(17, 36)",19.0,0,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,31,"(19, 39)",20.0,0,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,32,"(25, 41)",16.0,0,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,33,"(26, 2)",7.0,0,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,34,"(5, 33)",24.0,0,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,35,"(31, 50)",13.0,0,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,36,"(43, 42)",6.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,37,"(24, 8)",5.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,38,"(38, 17)",17.0,0,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,39,"(9, 24)",15.0,0,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,40,"(19, 35)",21.0,0,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,41,"(2, 18)",6.0,0,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,42,"(23, 13)",16.0,0,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,43,"(48, 9)",10.0,0,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,44,"(10, 1)",18.0,0,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
0,45,"(44, 32)",14.0,0,6,3,male,"Bool[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,46,"(23, 40)",21.0,0,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
0,47,"(5, 12)",11.0,0,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,48,"(44, 33)",18.0,0,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
0,49,"(6, 24)",13.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
0,50,"(14, 21)",25.0,0,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,1,"(2, 21)",7.0,1,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,2,"(11, 46)",8.0,1,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,3,"(30, 6)",13.0,1,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,4,"(9, 13)",14.0,1,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,5,"(5, 35)",23.0,1,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,6,"(24, 28)",10.0,1,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,7,"(9, 40)",10.0,1,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,8,"(33, 21)",14.0,1,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,9,"(13, 19)",9.0,1,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,10,"(39, 1)",15.0,1,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,11,"(35, 3)",9.0,1,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,12,"(24, 9)",8.0,1,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,13,"(17, 29)",12.0,1,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,14,"(13, 40)",12.0,1,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,15,"(28, 19)",5.0,1,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,16,"(38, 38)",8.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,17,"(13, 44)",23.0,1,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,18,"(48, 18)",8.0,1,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,19,"(48, 27)",20.0,1,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,20,"(13, 9)",13.0,1,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,21,"(6, 20)",23.0,1,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,22,"(20, 18)",22.0,1,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,23,"(31, 2)",24.0,1,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,24,"(13, 47)",15.0,1,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,25,"(10, 9)",15.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,26,"(43, 18)",18.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,27,"(37, 1)",24.0,1,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,28,"(27, 18)",3.0,1,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,29,"(41, 14)",13.0,1,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,30,"(17, 38)",20.0,1,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,31,"(18, 39)",22.0,1,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,32,"(25, 41)",14.0,1,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,33,"(26, 3)",5.0,1,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,34,"(6, 33)",22.0,1,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,35,"(31, 4)",14.0,1,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,36,"(43, 42)",5.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,37,"(28, 8)",5.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,38,"(37, 17)",19.0,1,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,39,"(9, 24)",14.0,1,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,40,"(16, 37)",21.0,1,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,41,"(2, 18)",3.0,1,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,42,"(24, 13)",17.0,1,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,43,"(46, 9)",8.0,1,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,44,"(10, 49)",17.0,1,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
1,45,"(44, 32)",11.0,1,6,3,male,"Bool[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,46,"(18, 40)",23.0,1,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
1,47,"(5, 12)",7.0,1,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,48,"(44, 33)",14.0,1,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
1,49,"(6, 24)",12.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
1,50,"(14, 25)",24.0,1,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,1,"(2, 21)",5.0,2,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,2,"(13, 42)",11.0,2,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,3,"(29, 6)",12.0,2,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,4,"(9, 13)",12.0,2,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,5,"(9, 36)",25.0,2,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,6,"(24, 28)",9.0,2,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,7,"(9, 41)",12.0,2,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,8,"(33, 17)",14.0,2,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,9,"(13, 19)",5.0,2,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,10,"(37, 3)",17.0,2,6,1,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,11,"(36, 3)",10.0,2,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,12,"(28, 9)",9.0,2,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,13,"(17, 33)",11.0,2,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,14,"(13, 39)",14.0,2,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,15,"(29, 19)",5.0,2,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,16,"(38, 38)",5.0,2,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,17,"(13, 45)",24.0,2,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,18,"(44, 17)",6.0,2,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,19,"(48, 27)",18.0,2,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,20,"(13, 9)",12.0,2,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,21,"(6, 20)",22.0,2,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,22,"(20, 18)",19.0,2,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,23,"(31, 3)",25.0,2,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,24,"(14, 43)",17.0,2,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,25,"(10, 9)",12.0,2,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,26,"(42, 18)",17.0,2,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,27,"(38, 1)",23.0,2,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,28,"(27, 17)",1.0,2,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,29,"(41, 13)",12.0,2,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,30,"(16, 38)",21.0,2,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,31,"(17, 39)",24.0,2,5,2,female,"Bool[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,32,"(25, 40)",12.0,2,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,33,"(26, 4)",3.0,2,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,34,"(6, 34)",20.0,2,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,35,"(32, 4)",15.0,2,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,36,"(43, 42)",4.0,2,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,37,"(32, 9)",6.0,2,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,38,"(36, 17)",21.0,2,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,39,"(9, 24)",13.0,2,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,40,"(15, 37)",21.0,2,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,42,"(24, 12)",18.0,2,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,43,"(46, 10)",6.0,2,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,44,"(9, 49)",16.0,2,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
2,45,"(44, 32)",8.0,2,6,3,male,"Bool[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,46,"(17, 40)",25.0,2,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
2,47,"(5, 12)",3.0,2,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,48,"(44, 33)",10.0,2,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
2,49,"(6, 24)",11.0,2,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
2,50,"(14, 29)",24.0,2,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
3,1,"(2, 21)",3.0,3,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
3,2,"(13, 41)",14.0,3,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
3,3,"(29, 7)",11.0,3,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
3,4,"(9, 13)",10.0,3,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
3,5,"(12, 39)",28.0,3,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
3,6,"(24, 28)",8.0,3,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
3,7,"(8, 41)",14.0,3,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
3,8,"(34, 17)",14.0,3,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
3,9,"(13, 19)",1.0,3,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
3,10,"(36, 7)",20.0,3,6,1,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
3,11,"(36, 4)",11.0,3,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,0.0,Int64[],Int64[]
3,12,"(32, 11)",11.0,3,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,0.0,Int64[],Int64[]
3,13,"(16, 33)",10.0,3,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,0.0,Int64[],Int64[]
3,14,"(14, 39)",16.0,3,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
3,15,"(29, 18)",5.0,3,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
3,16,"(38, 38)",2.0,3,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,0.0,Int64[],Int64[]
