time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,schwartz_values
1,2,"(11, 46)",8.0,1,6,1,male,"Bool[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.05f0, stimulation = -1.75f0, hedonism = 0.1f0, achievement = 0.04f0, power = -1.03f0, security = 0.28f0, conformity = 0.5f0, tradition = 0.26f0, benevolence = 0.02f0, universalism = 0.53f0)"
1,3,"(30, 6)",13.0,1,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.41f0, stimulation = 0.41f0, hedonism = 0.91f0, achievement = -1.53f0, power = -0.32f0, security = -0.19f0, conformity = -2.64f0, tradition = 0.05f0, benevolence = 2.38f0, universalism = 0.52f0)"
1,4,"(9, 13)",14.0,1,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.42f0, stimulation = 0.02f0, hedonism = -0.32f0, achievement = -2.12f0, power = -1.15f0, security = 0.12f0, conformity = -0.23f0, tradition = 1.12f0, benevolence = 0.72f0, universalism = 1.41f0)"
1,5,"(5, 35)",23.0,1,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.37f0, stimulation = -1.22f0, hedonism = -1.22f0, achievement = 1.34f0, power = -0.08f0, security = 1.22f0, conformity = 0.11f0, tradition = -0.87f0, benevolence = -0.37f0, universalism = 0.72f0)"
1,6,"(26, 27)",9.0,1,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.26f0, stimulation = 0.38f0, hedonism = -1.41f0, achievement = -1.8f0, power = -1.28f0, security = 0.28f0, conformity = 1.37f0, tradition = 1.39f0, benevolence = 1.42f0, universalism = -0.08f0)"
1,7,"(9, 40)",10.0,1,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.98f0, stimulation = -1.26f0, hedonism = -0.45f0, achievement = -0.1f0, power = -1.42f0, security = 0.44f0, conformity = -0.54f0, tradition = 2.02f0, benevolence = 0.84f0, universalism = 1.46f0)"
1,8,"(33, 21)",14.0,1,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.03f0, stimulation = -0.35f0, hedonism = 0.87f0, achievement = -0.05f0, power = -1.15f0, security = 0.85f0, conformity = 0.52f0, tradition = 0.13f0, benevolence = -0.82f0, universalism = 0.02f0)"
1,10,"(39, 45)",13.0,1,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.48f0, stimulation = 0.45f0, hedonism = 0.16f0, achievement = 0.62f0, power = -1.59f0, security = -0.7f0, conformity = -0.94f0, tradition = -0.53f0, benevolence = 0.05f0, universalism = 1.0f0)"
1,11,"(35, 3)",9.0,1,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.02f0, stimulation = -2.35f0, hedonism = -0.99f0, achievement = -0.0f0, power = -0.56f0, security = 0.12f0, conformity = 0.31f0, tradition = 0.95f0, benevolence = 0.95f0, universalism = 0.55f0)"
1,12,"(24, 9)",8.0,1,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.59f0, stimulation = -0.81f0, hedonism = 0.49f0, achievement = 0.36f0, power = -1.22f0, security = 0.96f0, conformity = -0.91f0, tradition = -0.92f0, benevolence = 0.18f0, universalism = 0.28f0)"
1,13,"(17, 29)",12.0,1,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.02f0, stimulation = -0.56f0, hedonism = 0.54f0, achievement = 0.18f0, power = -0.94f0, security = 0.81f0, conformity = -2.79f0, tradition = 1.47f0, benevolence = 0.67f0, universalism = 0.6f0)"
1,14,"(13, 40)",12.0,1,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.03f0, stimulation = 0.03f0, hedonism = -0.62f0, achievement = -0.86f0, power = -1.31f0, security = 1.46f0, conformity = 0.47f0, tradition = -0.51f0, benevolence = 1.4f0, universalism = -0.04f0)"
1,15,"(28, 19)",5.0,1,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.01f0, stimulation = -0.9f0, hedonism = -0.32f0, achievement = -0.43f0, power = 0.17f0, security = -0.44f0, conformity = 0.13f0, tradition = -1.03f0, benevolence = 1.79f0, universalism = 0.03f0)"
1,16,"(38, 38)",8.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.45f0, stimulation = -0.13f0, hedonism = 0.75f0, achievement = -1.4f0, power = -2.37f0, security = 1.95f0, conformity = -0.95f0, tradition = -0.1f0, benevolence = 1.08f0, universalism = 0.73f0)"
1,17,"(13, 44)",23.0,1,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.33f0, stimulation = 0.37f0, hedonism = 2.05f0, achievement = -1.02f0, power = -1.27f0, security = -0.26f0, conformity = 0.19f0, tradition = -1.53f0, benevolence = 0.09f0, universalism = 0.04f0)"
1,18,"(50, 21)",7.0,1,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.84f0, stimulation = -0.65f0, hedonism = 0.56f0, achievement = -1.58f0, power = -3.56f0, security = 1.82f0, conformity = -0.35f0, tradition = -1.04f0, benevolence = 0.94f0, universalism = 2.02f0)"
1,19,"(48, 27)",20.0,1,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.23f0, stimulation = 0.47f0, hedonism = -0.65f0, achievement = -0.36f0, power = -2.82f0, security = 0.23f0, conformity = 0.43f0, tradition = -0.71f0, benevolence = 1.01f0, universalism = 1.19f0)"
1,20,"(13, 9)",13.0,1,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -2.79f0, stimulation = -2.44f0, hedonism = 0.61f0, achievement = 0.07f0, power = -0.34f0, security = 0.83f0, conformity = 1.91f0, tradition = 1.77f0, benevolence = -0.54f0, universalism = 0.92f0)"
1,21,"(6, 20)",23.0,1,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.35f0, stimulation = 0.08f0, hedonism = 0.07f0, achievement = -0.55f0, power = 0.42f0, security = -1.44f0, conformity = 0.83f0, tradition = 0.48f0, benevolence = 0.6f0, universalism = -0.85f0)"
1,22,"(20, 18)",22.0,1,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.53f0, stimulation = -2.46f0, hedonism = -0.96f0, achievement = -0.96f0, power = 0.73f0, security = 0.96f0, conformity = 1.49f0, tradition = 0.54f0, benevolence = 1.04f0, universalism = 0.15f0)"
1,23,"(31, 4)",25.0,1,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.83f0, stimulation = -0.26f0, hedonism = -0.84f0, achievement = -1.1f0, power = -0.91f0, security = 1.29f0, conformity = -1.18f0, tradition = 1.64f0, benevolence = 1.01f0, universalism = 1.18f0)"
1,24,"(12, 46)",15.0,1,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.08f0, stimulation = -1.59f0, hedonism = 0.16f0, achievement = -1.53f0, power = -1.37f0, security = 1.66f0, conformity = 0.04f0, tradition = 1.26f0, benevolence = 0.46f0, universalism = 0.98f0)"
1,25,"(10, 9)",15.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.81f0, stimulation = -1.1f0, hedonism = -0.04f0, achievement = -0.27f0, power = -0.3f0, security = 0.14f0, conformity = -1.17f0, tradition = -0.87f0, benevolence = 1.13f0, universalism = 0.67f0)"
1,26,"(44, 17)",18.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.31f0, stimulation = -0.69f0, hedonism = 0.49f0, achievement = 0.44f0, power = -1.71f0, security = 0.45f0, conformity = -0.61f0, tradition = 0.2f0, benevolence = 0.99f0, universalism = 0.11f0)"
1,27,"(37, 1)",24.0,1,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.24f0, stimulation = -1.12f0, hedonism = -0.1f0, achievement = -0.5f0, power = -2.09f0, security = 2.16f0, conformity = -0.59f0, tradition = 0.89f0, benevolence = 0.63f0, universalism = 0.96f0)"
1,28,"(27, 18)",3.0,1,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.75f0, stimulation = -0.32f0, hedonism = 0.56f0, achievement = -1.05f0, power = 0.28f0, security = 1.49f0, conformity = -1.04f0, tradition = -1.65f0, benevolence = 0.54f0, universalism = 0.44f0)"
1,29,"(42, 15)",12.0,1,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.56f0, stimulation = -0.48f0, hedonism = 0.3f0, achievement = -0.29f0, power = -2.72f0, security = 1.55f0, conformity = -1.63f0, tradition = 0.69f0, benevolence = 0.8f0, universalism = 1.22f0)"
1,30,"(16, 37)",20.0,1,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.01f0, stimulation = 0.82f0, hedonism = 1.68f0, achievement = -0.65f0, power = -1.94f0, security = -1.16f0, conformity = -0.74f0, tradition = -1.4f0, benevolence = 0.93f0, universalism = 1.46f0)"
1,31,"(18, 39)",22.0,1,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.14f0, stimulation = -0.34f0, hedonism = 1.78f0, achievement = 0.03f0, power = -0.54f0, security = -0.01f0, conformity = -2.42f0, tradition = -1.78f0, benevolence = 0.64f0, universalism = 1.52f0)"
1,32,"(25, 41)",14.0,1,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.07f0, stimulation = -0.96f0, hedonism = 0.6f0, achievement = -0.12f0, power = -2.24f0, security = -0.36f0, conformity = -1.38f0, tradition = -0.53f0, benevolence = 1.95f0, universalism = 1.97f0)"
1,33,"(27, 2)",5.0,1,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.22f0, stimulation = 0.87f0, hedonism = 0.13f0, achievement = -1.52f0, power = -0.93f0, security = 0.46f0, conformity = -1.38f0, tradition = -0.32f0, benevolence = 1.35f0, universalism = 1.11f0)"
1,34,"(6, 33)",22.0,1,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.58f0, stimulation = -0.76f0, hedonism = -0.28f0, achievement = 0.45f0, power = 0.11f0, security = -0.44f0, conformity = -0.75f0, tradition = -1.48f0, benevolence = 1.34f0, universalism = 0.22f0)"
1,35,"(31, 50)",11.0,1,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.23f0, stimulation = -1.71f0, hedonism = -1.45f0, achievement = 0.32f0, power = -1.06f0, security = 0.78f0, conformity = 0.11f0, tradition = 0.99f0, benevolence = 0.97f0, universalism = 0.82f0)"
1,36,"(43, 42)",5.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.55f0, stimulation = -1.48f0, hedonism = -0.37f0, achievement = -0.62f0, power = -1.21f0, security = 1.36f0, conformity = -1.01f0, tradition = 0.09f0, benevolence = 1.58f0, universalism = 1.1f0)"
1,37,"(25, 7)",4.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.04f0, stimulation = -0.04f0, hedonism = -2.67f0, achievement = 0.05f0, power = -1.07f0, security = 1.12f0, conformity = -0.42f0, tradition = 0.09f0, benevolence = 1.09f0, universalism = 1.81f0)"
1,38,"(38, 16)",19.0,1,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.16f0, stimulation = 0.66f0, hedonism = -0.06f0, achievement = 0.26f0, power = -0.64f0, security = 0.6f0, conformity = 0.38f0, tradition = -0.63f0, benevolence = -0.06f0, universalism = -0.36f0)"
1,39,"(9, 24)",14.0,1,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.71f0, stimulation = 0.73f0, hedonism = 0.7f0, achievement = -0.56f0, power = -0.8f0, security = -0.41f0, conformity = 0.01f0, tradition = -1.04f0, benevolence = 0.27f0, universalism = 0.41f0)"
1,40,"(20, 35)",20.0,1,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.45f0, stimulation = -1.21f0, hedonism = -1.06f0, achievement = -0.13f0, power = 0.36f0, security = 0.64f0, conformity = 1.25f0, tradition = -0.11f0, benevolence = 0.18f0, universalism = 0.52f0)"
1,41,"(2, 18)",3.0,1,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.05f0, stimulation = -0.05f0, hedonism = 0.86f0, achievement = 1.03f0, power = -1.06f0, security = 0.09f0, conformity = -1.77f0, tradition = -1.34f0, benevolence = 0.75f0, universalism = 1.44f0)"
1,42,"(24, 13)",17.0,1,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.43f0, stimulation = 1.57f0, hedonism = 0.12f0, achievement = -0.86f0, power = 0.12f0, security = -0.77f0, conformity = 0.46f0, tradition = -0.8f0, benevolence = -0.07f0, universalism = -0.19f0)"
1,43,"(46, 9)",8.0,1,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.2f0, stimulation = -1.26f0, hedonism = -1.71f0, achievement = -1.76f0, power = -1.79f0, security = 2.13f0, conformity = 0.69f0, tradition = 0.65f0, benevolence = 1.97f0, universalism = 1.28f0)"
1,44,"(10, 1)",15.0,1,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.17f0, stimulation = -0.68f0, hedonism = -0.1f0, achievement = -1.06f0, power = -0.93f0, security = -0.96f0, conformity = -0.0f0, tradition = -0.11f0, benevolence = 1.53f0, universalism = 1.13f0)"
1,45,"(44, 32)",11.0,1,6,3,male,"Bool[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.95f0, stimulation = -0.05f0, hedonism = -1.54f0, achievement = -0.22f0, power = -0.64f0, security = 1.48f0, conformity = 0.73f0, tradition = -0.28f0, benevolence = 0.68f0, universalism = 0.79f0)"
1,46,"(22, 40)",22.0,1,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.84f0, stimulation = 0.72f0, hedonism = -0.33f0, achievement = -0.75f0, power = -0.52f0, security = -0.21f0, conformity = -0.47f0, tradition = -0.14f0, benevolence = 0.36f0, universalism = 0.51f0)"
1,47,"(5, 12)",7.0,1,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.47f0, stimulation = 0.0f0, hedonism = -0.01f0, achievement = -0.52f0, power = -1.06f0, security = -0.74f0, conformity = 0.3f0, tradition = -0.12f0, benevolence = 1.18f0, universalism = 1.44f0)"
1,48,"(44, 33)",14.0,1,5,4,female,"Bool[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.5f0, stimulation = 1.9f0, hedonism = 1.32f0, achievement = -0.05f0, power = -0.81f0, security = -0.79f0, conformity = -1.5f0, tradition = 0.14f0, benevolence = 0.41f0, universalism = -0.11f0)"
1,49,"(6, 24)",12.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.2f0, stimulation = -1.97f0, hedonism = -1.3f0, achievement = -0.8f0, power = -0.49f0, security = 1.88f0, conformity = -0.16f0, tradition = 1.33f0, benevolence = 1.05f0, universalism = 0.66f0)"
1,50,"(13, 19)",36.0,1,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],[9],false,false,false,false,false,"(self_direction = 0.8f0, stimulation = -0.81f0, hedonism = -0.98f0, achievement = -0.6f0, power = -0.66f0, security = 1.1f0, conformity = 0.7f0, tradition = -0.38f0, benevolence = 0.52f0, universalism = 0.3f0)"
2,1,"(2, 21)",5.0,2,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.65f0, stimulation = -1.37f0, hedonism = 0.96f0, achievement = 0.96f0, power = -1.28f0, security = 0.14f0, conformity = -0.82f0, tradition = -0.39f0, benevolence = 1.0f0, universalism = 0.15f0)"
2,2,"(11, 45)",10.0,2,6,1,male,"Bool[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.05f0, stimulation = -1.75f0, hedonism = 0.1f0, achievement = 0.04f0, power = -1.03f0, security = 0.28f0, conformity = 0.5f0, tradition = 0.26f0, benevolence = 0.02f0, universalism = 0.53f0)"
2,3,"(30, 5)",12.0,2,1,4,female,"Bool[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.41f0, stimulation = 0.41f0, hedonism = 0.91f0, achievement = -1.53f0, power = -0.32f0, security = -0.19f0, conformity = -2.64f0, tradition = 0.05f0, benevolence = 2.38f0, universalism = 0.52f0)"
