time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,schwartz_values
1,2,"(11, 46)",8.0,1,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.46f0, stimulation = -0.79f0, hedonism = -1.25f0, achievement = -1.03f0, power = -1.68f0, security = 1.93f0, conformity = 0.1f0, tradition = 0.09f0, benevolence = 1.67f0, universalism = 0.5f0)"
1,3,"(30, 6)",13.0,1,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.41f0, stimulation = -1.11f0, hedonism = 0.35f0, achievement = -1.41f0, power = -1.44f0, security = 1.31f0, conformity = -0.59f0, tradition = -0.36f0, benevolence = 0.63f0, universalism = 1.23f0)"
1,4,"(9, 13)",14.0,1,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.6f0, stimulation = -1.66f0, hedonism = 0.33f0, achievement = 0.19f0, power = -2.08f0, security = 1.21f0, conformity = -0.87f0, tradition = -0.49f0, benevolence = 0.69f0, universalism = 1.08f0)"
1,5,"(6, 34)",23.0,1,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.59f0, stimulation = -0.95f0, hedonism = -0.37f0, achievement = -1.92f0, power = -1.69f0, security = -0.38f0, conformity = -0.9f0, tradition = 0.78f0, benevolence = 1.87f0, universalism = 1.97f0)"
1,6,"(24, 28)",10.0,1,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.2f0, stimulation = -1.35f0, hedonism = -0.32f0, achievement = -1.02f0, power = -1.22f0, security = 1.29f0, conformity = 0.76f0, tradition = 1.99f0, benevolence = -0.23f0, universalism = 0.31f0)"
1,7,"(9, 40)",10.0,1,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.45f0, stimulation = -1.41f0, hedonism = -0.17f0, achievement = 1.22f0, power = -0.9f0, security = 0.77f0, conformity = -0.4f0, tradition = 1.45f0, benevolence = 0.17f0, universalism = -0.28f0)"
1,8,"(33, 21)",14.0,1,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.88f0, stimulation = -0.21f0, hedonism = 0.59f0, achievement = 0.54f0, power = -1.7f0, security = 0.29f0, conformity = -0.03f0, tradition = 0.45f0, benevolence = 0.38f0, universalism = 0.58f0)"
1,9,"(13, 19)",9.0,1,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.23f0, stimulation = -0.81f0, hedonism = -1.03f0, achievement = -1.35f0, power = -1.65f0, security = 0.75f0, conformity = -0.17f0, tradition = 1.22f0, benevolence = 1.88f0, universalism = 1.39f0)"
1,10,"(39, 45)",13.0,1,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.27f0, stimulation = -1.22f0, hedonism = -1.1f0, achievement = -0.33f0, power = -2.18f0, security = 1.8f0, conformity = -0.85f0, tradition = 1.08f0, benevolence = 0.67f0, universalism = 0.86f0)"
1,11,"(35, 3)",9.0,1,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.96f0, stimulation = -1.55f0, hedonism = -1.3f0, achievement = -1.07f0, power = -0.17f0, security = 1.07f0, conformity = 1.23f0, tradition = 1.05f0, benevolence = 0.29f0, universalism = 1.41f0)"
1,12,"(24, 9)",8.0,1,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.35f0, stimulation = -1.26f0, hedonism = -0.72f0, achievement = -2.17f0, power = -0.85f0, security = 0.3f0, conformity = 0.58f0, tradition = 1.92f0, benevolence = 1.02f0, universalism = 1.52f0)"
1,13,"(17, 29)",12.0,1,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -1.01f0, stimulation = -1.45f0, hedonism = -0.32f0, achievement = -1.59f0, power = -1.56f0, security = 1.33f0, conformity = 0.84f0, tradition = 0.75f0, benevolence = 1.32f0, universalism = 1.69f0)"
1,14,"(13, 40)",12.0,1,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.8f0, stimulation = -0.6f0, hedonism = 0.16f0, achievement = 0.1f0, power = -0.71f0, security = 0.11f0, conformity = -1.13f0, tradition = 0.23f0, benevolence = 1.09f0, universalism = -0.03f0)"
1,15,"(28, 19)",5.0,1,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.01f0, stimulation = -1.7f0, hedonism = 0.31f0, achievement = -0.04f0, power = -0.9f0, security = 1.48f0, conformity = 0.04f0, tradition = 0.05f0, benevolence = -0.35f0, universalism = 1.09f0)"
1,16,"(38, 38)",8.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.88f0, stimulation = -1.24f0, hedonism = -1.18f0, achievement = -1.07f0, power = -0.38f0, security = 0.58f0, conformity = -0.55f0, tradition = 0.25f0, benevolence = 1.22f0, universalism = 1.49f0)"
1,17,"(13, 44)",23.0,1,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.39f0, stimulation = -0.76f0, hedonism = 0.49f0, achievement = 0.03f0, power = -0.4f0, security = 0.51f0, conformity = -0.5f0, tradition = -0.83f0, benevolence = 0.3f0, universalism = 0.75f0)"
1,18,"(50, 21)",7.0,1,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.72f0, stimulation = -1.5f0, hedonism = -2.27f0, achievement = -0.21f0, power = -0.21f0, security = 0.48f0, conformity = 0.29f0, tradition = 2.2f0, benevolence = -0.33f0, universalism = 0.84f0)"
1,19,"(48, 27)",20.0,1,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.57f0, stimulation = 0.8f0, hedonism = -0.18f0, achievement = -0.52f0, power = -0.74f0, security = -1.51f0, conformity = -1.43f0, tradition = -0.89f0, benevolence = 1.78f0, universalism = 1.1f0)"
1,20,"(13, 9)",13.0,1,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.65f0, stimulation = -2.12f0, hedonism = 1.31f0, achievement = -0.79f0, power = -0.7f0, security = 0.15f0, conformity = 0.26f0, tradition = 0.47f0, benevolence = 0.94f0, universalism = 1.13f0)"
1,21,"(6, 20)",23.0,1,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.58f0, stimulation = -1.53f0, hedonism = -0.31f0, achievement = -0.58f0, power = -0.51f0, security = 0.25f0, conformity = 1.29f0, tradition = 0.71f0, benevolence = 0.26f0, universalism = -0.14f0)"
1,22,"(20, 18)",22.0,1,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.38f0, stimulation = -0.02f0, hedonism = -0.81f0, achievement = -0.99f0, power = -1.64f0, security = 0.37f0, conformity = 0.7f0, tradition = -0.14f0, benevolence = 0.36f0, universalism = 0.78f0)"
1,23,"(31, 4)",25.0,1,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.13f0, stimulation = -0.9f0, hedonism = -2.11f0, achievement = -1.64f0, power = -0.83f0, security = 0.33f0, conformity = 0.89f0, tradition = 1.82f0, benevolence = 1.36f0, universalism = 0.95f0)"
1,24,"(13, 47)",15.0,1,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.41f0, stimulation = -0.66f0, hedonism = -0.98f0, achievement = -0.29f0, power = 0.23f0, security = 1.11f0, conformity = 0.27f0, tradition = -0.97f0, benevolence = 0.3f0, universalism = 1.39f0)"
1,25,"(10, 9)",15.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.05f0, stimulation = -0.93f0, hedonism = -0.13f0, achievement = -1.89f0, power = -1.14f0, security = 0.43f0, conformity = 0.7f0, tradition = 0.3f0, benevolence = 1.21f0, universalism = 1.41f0)"
1,26,"(44, 17)",18.0,1,2,3,female,"Bool[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.76f0, stimulation = -0.18f0, hedonism = -2.64f0, achievement = 0.72f0, power = -0.14f0, security = -0.92f0, conformity = 2.0f0, tradition = -0.46f0, benevolence = 0.44f0, universalism = 0.42f0)"
1,27,"(37, 1)",24.0,1,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.34f0, stimulation = -1.22f0, hedonism = 0.49f0, achievement = -1.55f0, power = -1.11f0, security = -0.09f0, conformity = -0.08f0, tradition = 0.71f0, benevolence = 1.24f0, universalism = 1.27f0)"
1,28,"(27, 18)",3.0,1,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.28f0, stimulation = -1.11f0, hedonism = 0.3f0, achievement = -1.75f0, power = -1.95f0, security = 0.12f0, conformity = 0.61f0, tradition = 0.21f0, benevolence = 1.36f0, universalism = 0.92f0)"
1,29,"(44, 16)",12.0,1,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.69f0, stimulation = -1.23f0, hedonism = -0.51f0, achievement = -0.36f0, power = 0.28f0, security = -0.04f0, conformity = -0.06f0, tradition = -0.84f0, benevolence = 1.15f0, universalism = 0.91f0)"
1,31,"(18, 39)",22.0,1,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.57f0, stimulation = -1.46f0, hedonism = -0.31f0, achievement = -0.14f0, power = -0.24f0, security = 1.13f0, conformity = 0.17f0, tradition = 0.64f0, benevolence = -0.96f0, universalism = 0.61f0)"
1,32,"(25, 41)",14.0,1,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.36f0, stimulation = -1.32f0, hedonism = 0.2f0, achievement = -1.63f0, power = -1.66f0, security = -0.29f0, conformity = 0.37f0, tradition = 0.7f0, benevolence = 1.55f0, universalism = 1.71f0)"
1,33,"(27, 2)",5.0,1,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.08f0, stimulation = 0.05f0, hedonism = -0.29f0, achievement = -1.4f0, power = -2.08f0, security = 0.05f0, conformity = 0.34f0, tradition = 0.22f0, benevolence = 0.96f0, universalism = 1.08f0)"
1,34,"(6, 33)",22.0,1,1,4,male,"Bool[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.37f0, stimulation = -0.73f0, hedonism = -0.06f0, achievement = -1.39f0, power = -1.37f0, security = 2.1f0, conformity = 0.35f0, tradition = -0.12f0, benevolence = 1.04f0, universalism = 0.55f0)"
1,35,"(31, 50)",11.0,1,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.49f0, stimulation = -0.15f0, hedonism = 0.13f0, achievement = -0.41f0, power = -1.88f0, security = 0.07f0, conformity = -0.64f0, tradition = 0.57f0, benevolence = 1.29f0, universalism = 0.53f0)"
1,36,"(43, 42)",5.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.14f0, stimulation = -0.08f0, hedonism = -0.1f0, achievement = 0.9f0, power = 0.01f0, security = 0.3f0, conformity = -0.86f0, tradition = -0.3f0, benevolence = -0.16f0, universalism = 0.14f0)"
1,37,"(25, 8)",4.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.62f0, stimulation = -1.34f0, hedonism = 0.08f0, achievement = -1.47f0, power = -1.38f0, security = 1.17f0, conformity = 0.94f0, tradition = 1.17f0, benevolence = 0.51f0, universalism = 0.94f0)"
1,38,"(38, 16)",19.0,1,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.28f0, stimulation = -0.17f0, hedonism = -0.2f0, achievement = 1.24f0, power = 1.34f0, security = 0.55f0, conformity = -2.02f0, tradition = -1.02f0, benevolence = 0.25f0, universalism = 0.32f0)"
1,39,"(9, 24)",14.0,1,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.12f0, stimulation = -2.75f0, hedonism = -0.3f0, achievement = -0.51f0, power = -3.16f0, security = 1.02f0, conformity = -0.03f0, tradition = 0.89f0, benevolence = 1.45f0, universalism = 2.26f0)"
1,40,"(17, 36)",39.0,1,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],[30],false,false,false,false,false,"(self_direction = 1.57f0, stimulation = 1.07f0, hedonism = -0.71f0, achievement = 0.39f0, power = -1.26f0, security = -0.04f0, conformity = -0.25f0, tradition = -0.77f0, benevolence = 0.49f0, universalism = -0.49f0)"
1,41,"(2, 18)",3.0,1,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.42f0, stimulation = -1.41f0, hedonism = -1.83f0, achievement = -0.85f0, power = 0.07f0, security = 1.2f0, conformity = 1.41f0, tradition = 0.94f0, benevolence = -0.07f0, universalism = 0.97f0)"
1,42,"(24, 13)",17.0,1,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 3.38f0, stimulation = 0.15f0, hedonism = 1.29f0, achievement = -0.51f0, power = -0.85f0, security = -0.63f0, conformity = -2.33f0, tradition = -1.83f0, benevolence = 1.3f0, universalism = 0.02f0)"
1,43,"(46, 9)",8.0,1,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.2f0, stimulation = -0.13f0, hedonism = -0.51f0, achievement = -0.51f0, power = -1.9f0, security = -0.48f0, conformity = -0.14f0, tradition = 0.07f0, benevolence = 1.02f0, universalism = 1.37f0)"
1,44,"(10, 1)",15.0,1,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.79f0, stimulation = -2.17f0, hedonism = -0.39f0, achievement = 0.24f0, power = -1.11f0, security = 1.72f0, conformity = 1.61f0, tradition = 0.11f0, benevolence = 0.66f0, universalism = 0.14f0)"
1,45,"(44, 32)",11.0,1,6,3,male,"Bool[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.18f0, stimulation = 0.79f0, hedonism = -2.27f0, achievement = 0.13f0, power = -1.09f0, security = 0.65f0, conformity = 0.77f0, tradition = 0.51f0, benevolence = 0.01f0, universalism = 0.69f0)"
1,46,"(22, 40)",22.0,1,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.73f0, stimulation = -0.0f0, hedonism = 1.12f0, achievement = -0.6f0, power = -0.43f0, security = -0.98f0, conformity = -0.14f0, tradition = -0.68f0, benevolence = 1.15f0, universalism = 1.3f0)"
1,47,"(5, 12)",7.0,1,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.72f0, stimulation = -0.33f0, hedonism = -0.27f0, achievement = -3.42f0, power = -1.15f0, security = -0.67f0, conformity = 0.33f0, tradition = 0.33f0, benevolence = 2.32f0, universalism = 1.14f0)"
1,48,"(44, 33)",14.0,1,5,4,female,"Bool[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.59f0, stimulation = 0.7f0, hedonism = 1.16f0, achievement = -0.26f0, power = -0.78f0, security = 1.1f0, conformity = -0.87f0, tradition = -1.09f0, benevolence = -0.17f0, universalism = 0.79f0)"
1,49,"(6, 24)",12.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -0.62f0, stimulation = 0.23f0, hedonism = -0.56f0, achievement = 1.15f0, power = -1.15f0, security = 1.32f0, conformity = -0.51f0, tradition = 0.24f0, benevolence = -0.68f0, universalism = 0.58f0)"
1,50,"(14, 21)",23.0,1,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.67f0, stimulation = -0.5f0, hedonism = 0.25f0, achievement = -0.46f0, power = -0.77f0, security = 1.06f0, conformity = -1.19f0, tradition = 0.05f0, benevolence = 0.12f0, universalism = 0.77f0)"
2,1,"(2, 21)",5.0,2,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = -1.2f0, stimulation = -0.65f0, hedonism = -2.9f0, achievement = -0.94f0, power = -0.48f0, security = 0.88f0, conformity = 2.37f0, tradition = 1.55f0, benevolence = 0.49f0, universalism = 0.87f0)"
2,2,"(11, 45)",10.0,2,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 0.46f0, stimulation = -0.79f0, hedonism = -1.25f0, achievement = -1.03f0, power = -1.68f0, security = 1.93f0, conformity = 0.1f0, tradition = 0.09f0, benevolence = 1.67f0, universalism = 0.5f0)"
2,3,"(30, 5)",12.0,2,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],true,false,false,false,false,"(self_direction = 1.41f0, stimulation = -1.11f0, hedonism = 0.35f0, achievement = -1.41f0, power = -1.44f0, security = 1.31f0, conformity = -0.59f0, tradition = -0.36f0, benevolence = 0.63f0, universalism = 1.23f0)"
