time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_factional_clustering,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_initiation_by_tribe,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,calculate_trait_similarity_metrics,count_red_tribe,count_blue_tribe,calculate_tribe_proportions
10,16,0,0,13,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.6313775510204083,"Dict(:p25 => 4.0, :p75 => 27.25, :p50 => 14.0, :p90 => 58.0, :p99 => 157.49999999999997, :p95 => 91.5000000000002)",1.3621071555692192,10.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.772588722239781,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9331250000000004, ""std_agreeableness"" => 0.5533534132902769, ""std_extraversion"" => 0.6677396573515759, ""mean_openness"" => 3.7131249999999993, ""std_conscientiousness"" => 0.7073224158755328, ""mean_agreeableness"" => 3.82, ""std_neuroticism"" => 1.0925015255519477, ""std_openness"" => 0.5751488937657795, ""mean_conscientiousness"" => 3.4962500000000003, ""mean_neuroticism"" => 2.824375)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",10,6,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)"
11,14,0,0,15,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.613244386592906,"Dict(:p25 => 4.25, :p75 => 31.75, :p50 => 15.0, :p90 => 63.09999999999999, :p99 => 161.82999999999993, :p95 => 105.15000000000015)",1.4156885888941424,11.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.6390573296152584,"Dict{String, Real}(""unique_cultures"" => 14, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0068359375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9528571428571424, ""std_agreeableness"" => 0.5875956784377174, ""std_extraversion"" => 0.7149010536315613, ""mean_openness"" => 3.6999999999999993, ""std_conscientiousness"" => 0.7591985363410665, ""mean_agreeableness"" => 3.790714285714286, ""std_neuroticism"" => 0.9835506992636314, ""std_openness"" => 0.6157047244355915, ""mean_conscientiousness"" => 3.488571428571429, ""mean_neuroticism"" => 3.0421428571428573)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",9,5,"Dict(""blue_proportion"" => 0.35714285714285715, ""red_proportion"" => 0.6428571428571429)"
12,14,0,0,15,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.6357304826692582,"Dict(:p25 => 3.0, :p75 => 34.5, :p50 => 14.0, :p90 => 65.79999999999998, :p99 => 163.95999999999992, :p95 => 107.80000000000015)",1.4558753750438735,12.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.6390573296152584,"Dict{String, Real}(""unique_cultures"" => 14, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0068359375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9528571428571424, ""std_agreeableness"" => 0.5875956784377174, ""std_extraversion"" => 0.7149010536315613, ""mean_openness"" => 3.6999999999999993, ""std_conscientiousness"" => 0.7591985363410665, ""mean_agreeableness"" => 3.790714285714286, ""std_neuroticism"" => 0.9835506992636314, ""std_openness"" => 0.6157047244355915, ""mean_conscientiousness"" => 3.488571428571429, ""mean_neuroticism"" => 3.0421428571428573)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",9,5,"Dict(""blue_proportion"" => 0.35714285714285715, ""red_proportion"" => 0.6428571428571429)"
13,13,0,0,16,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 13, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.6327487411008856,"Dict(:p25 => 2.0, :p75 => 39.0, :p50 => 14.0, :p90 => 70.0, :p99 => 167.15999999999988, :p95 => 115.80000000000022)",1.4950019077462018,13.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.5649493574615376,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 3.0684615384615386, ""std_agreeableness"" => 0.5519568916649291, ""std_extraversion"" => 0.5924362997240878, ""mean_openness"" => 3.644615384615384, ""std_conscientiousness"" => 0.7657223839165009, ""mean_agreeableness"" => 3.723076923076923, ""std_neuroticism"" => 0.9961329074128459, ""std_openness"" => 0.6034569217518815, ""mean_conscientiousness"" => 3.4384615384615387, ""mean_neuroticism"" => 2.981538461538462)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,5,"Dict(""blue_proportion"" => 0.38461538461538464, ""red_proportion"" => 0.6153846153846154)"
14,10,0,0,19,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 10, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5460850111856823,"Dict(:p25 => 11.0, :p75 => 55.5, :p50 => 26.0, :p90 => 86.59999999999997, :p99 => 172.46000000000004, :p95 => 134.30000000000007)",1.5331252674598568,14.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.3025850929940455,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.966, ""std_agreeableness"" => 0.6054759376813509, ""std_extraversion"" => 0.628016277212975, ""mean_openness"" => 3.4629999999999996, ""std_conscientiousness"" => 0.8390179444511966, ""mean_agreeableness"" => 3.693, ""std_neuroticism"" => 0.9060635248762148, ""std_openness"" => 0.37865404908555894, ""mean_conscientiousness"" => 3.312, ""mean_neuroticism"" => 3.2079999999999997)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",6,4,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)"
15,8,0,0,20,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 8, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 1.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5044444444444445,"Dict(:p25 => 12.75, :p75 => 77.5, :p50 => 39.5, :p90 => 110.49999999999997, :p99 => 176.64999999999998, :p95 => 147.25000000000003)",NaN,15.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.0794415416798357,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9924999999999993, ""std_agreeableness"" => 0.3619959549892394, ""std_extraversion"" => 0.6933098668189941, ""mean_openness"" => 3.57375, ""std_conscientiousness"" => 0.9183486732795371, ""mean_agreeableness"" => 3.9087500000000004, ""std_neuroticism"" => 1.0160111079257803, ""std_openness"" => 0.32836989160744584, ""mean_conscientiousness"" => 3.2675, ""mean_neuroticism"" => 3.1874999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",5,3,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)"
16,8,0,0,20,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 8, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5142543859649122,"Dict(:p25 => 12.5, :p75 => 80.5, :p50 => 40.0, :p90 => 113.19999999999999, :p99 => 178.71999999999997, :p95 => 149.60000000000002)",NaN,16.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.0794415416798357,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9924999999999993, ""std_agreeableness"" => 0.3619959549892394, ""std_extraversion"" => 0.6933098668189941, ""mean_openness"" => 3.57375, ""std_conscientiousness"" => 0.9183486732795371, ""mean_agreeableness"" => 3.9087500000000004, ""std_neuroticism"" => 1.0160111079257803, ""std_openness"" => 0.32836989160744584, ""mean_conscientiousness"" => 3.2675, ""mean_neuroticism"" => 3.1874999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",5,3,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)"
17,8,0,0,20,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 8, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5255434782608697,"Dict(:p25 => 12.25, :p75 => 83.5, :p50 => 39.5, :p90 => 115.89999999999998, :p99 => 180.78999999999996, :p95 => 151.95000000000005)",NaN,17.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.0794415416798357,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9924999999999993, ""std_agreeableness"" => 0.3619959549892394, ""std_extraversion"" => 0.6933098668189941, ""mean_openness"" => 3.57375, ""std_conscientiousness"" => 0.9183486732795371, ""mean_agreeableness"" => 3.9087500000000004, ""std_neuroticism"" => 1.0160111079257803, ""std_openness"" => 0.32836989160744584, ""mean_conscientiousness"" => 3.2675, ""mean_neuroticism"" => 3.1874999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",5,3,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)"
18,8,0,0,20,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 8, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5348712446351931,"Dict(:p25 => 12.0, :p75 => 86.5, :p50 => 40.0, :p90 => 118.59999999999998, :p99 => 182.85999999999996, :p95 => 154.30000000000004)",NaN,18.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.0794415416798357,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9924999999999993, ""std_agreeableness"" => 0.3619959549892394, ""std_extraversion"" => 0.6933098668189941, ""mean_openness"" => 3.57375, ""std_conscientiousness"" => 0.9183486732795371, ""mean_agreeableness"" => 3.9087500000000004, ""std_neuroticism"" => 1.0160111079257803, ""std_openness"" => 0.32836989160744584, ""mean_conscientiousness"" => 3.2675, ""mean_neuroticism"" => 3.1874999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",5,3,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)"
19,8,1,0,21,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 8, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.505561440677966,"Dict(:p25 => 13.75, :p75 => 81.375, :p50 => 42.25, :p90 => 115.34999999999998, :p99 => 184.33499999999998, :p95 => 153.67500000000004)",NaN,16.625,0.125,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.0794415416798357,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.9537499999999994, ""std_agreeableness"" => 0.4622924244612772, ""std_extraversion"" => 0.7039670751229369, ""mean_openness"" => 3.7, ""std_conscientiousness"" => 0.8757690497907703, ""mean_agreeableness"" => 3.825, ""std_neuroticism"" => 0.9869207161672107, ""std_openness"" => 0.4026341834895365, ""mean_conscientiousness"" => 3.1900000000000004, ""mean_neuroticism"" => 3.2712499999999993)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",4,4,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)"
20,7,1,0,21,23,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 7, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.48658172946598,"Dict(:p25 => 13.0, :p75 => 116.5, :p50 => 70.0, :p90 => 157.09999999999997, :p99 => 190.30999999999997, :p95 => 175.55)",NaN,17.285714285714285,0.13459268004722547,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.945910149055313,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7728571428571422, ""std_agreeableness"" => 0.4182446310815853, ""std_extraversion"" => 0.5222615655561329, ""mean_openness"" => 3.6914285714285717, ""std_conscientiousness"" => 0.8072056444184175, ""mean_agreeableness"" => 3.7357142857142853, ""std_neuroticism"" => 1.0171013902729846, ""std_openness"" => 0.43410553906581184, ""mean_conscientiousness"" => 3.3514285714285714, ""mean_neuroticism"" => 3.375714285714286)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",3,4,"Dict(""blue_proportion"" => 0.5714285714285714, ""red_proportion"" => 0.42857142857142855)"
21,7,1,0,21,23,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 7, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.48998664886515364,"Dict(:p25 => 12.5, :p75 => 119.5, :p50 => 72.0, :p90 => 159.69999999999996, :p99 => 192.36999999999995, :p95 => 177.85000000000002)",NaN,18.285714285714285,0.12723214285714302,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.945910149055313,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7728571428571422, ""std_agreeableness"" => 0.4182446310815853, ""std_extraversion"" => 0.5222615655561329, ""mean_openness"" => 3.6914285714285717, ""std_conscientiousness"" => 0.8072056444184175, ""mean_agreeableness"" => 3.7357142857142853, ""std_neuroticism"" => 1.0171013902729846, ""std_openness"" => 0.43410553906581184, ""mean_conscientiousness"" => 3.3514285714285714, ""mean_neuroticism"" => 3.375714285714286)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",3,4,"Dict(""blue_proportion"" => 0.5714285714285714, ""red_proportion"" => 0.42857142857142855)"
22,6,1,0,21,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.42808641975308626,"Dict(:p25 => 28.75, :p75 => 130.5, :p50 => 95.75, :p90 => 168.25, :p99 => 195.02499999999995, :p95 => 183.125)",NaN,18.833333333333332,0.14011799410029502,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.731666666666667, ""std_agreeableness"" => 0.450233272870853, ""std_extraversion"" => 0.5595146706447175, ""mean_openness"" => 3.771666666666667, ""std_conscientiousness"" => 0.7214083448366813, ""mean_agreeableness"" => 3.7650000000000006, ""std_neuroticism"" => 0.7910688971259078, ""std_openness"" => 0.41479713917367694, ""mean_conscientiousness"" => 3.1750000000000003, ""mean_neuroticism"" => 3.1050000000000004)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,4,"Dict(""blue_proportion"" => 0.6666666666666666, ""red_proportion"" => 0.3333333333333333)"
23,6,1,0,21,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.430352798053528,"Dict(:p25 => 28.5, :p75 => 133.5, :p50 => 98.25, :p90 => 170.75, :p99 => 197.07499999999996, :p95 => 185.375)",NaN,19.833333333333332,0.13305322128851538,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.731666666666667, ""std_agreeableness"" => 0.450233272870853, ""std_extraversion"" => 0.5595146706447175, ""mean_openness"" => 3.771666666666667, ""std_conscientiousness"" => 0.7214083448366813, ""mean_agreeableness"" => 3.7650000000000006, ""std_neuroticism"" => 0.7910688971259078, ""std_openness"" => 0.41479713917367694, ""mean_conscientiousness"" => 3.1750000000000003, ""mean_neuroticism"" => 3.1050000000000004)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,4,"Dict(""blue_proportion"" => 0.6666666666666666, ""red_proportion"" => 0.3333333333333333)"
24,5,1,0,22,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3190647482014388,"Dict(:p25 => 89.0, :p75 => 144.5, :p50 => 112.5, :p90 => 179.0, :p99 => 199.7, :p95 => 190.5)",NaN,20.2,0.15049504950495063,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.6094379124341005,"Dict{String, Real}(""unique_cultures"" => 5, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7660000000000005, ""std_agreeableness"" => 0.48199585060454614, ""std_extraversion"" => 0.6184496745896144, ""mean_openness"" => 3.8519999999999994, ""std_conscientiousness"" => 0.5003298911718148, ""mean_agreeableness"" => 3.7119999999999997, ""std_neuroticism"" => 0.8695573586601404, ""std_openness"" => 0.4082523729263556, ""mean_conscientiousness"" => 2.944, ""mean_neuroticism"" => 3.164)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
25,5,1,0,22,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.31893805309734513,"Dict(:p25 => 91.0, :p75 => 147.5, :p50 => 115.5, :p90 => 181.39999999999998, :p99 => 201.74, :p95 => 192.7)",NaN,21.2,0.1433962264150943,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7660000000000005, ""std_agreeableness"" => 0.48199585060454614, ""std_extraversion"" => 0.6184496745896144, ""mean_openness"" => 3.8519999999999994, ""std_conscientiousness"" => 0.5003298911718148, ""mean_agreeableness"" => 3.7119999999999997, ""std_neuroticism"" => 0.8695573586601404, ""std_openness"" => 0.4082523729263556, ""mean_conscientiousness"" => 2.944, ""mean_neuroticism"" => 3.164)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
26,5,1,0,22,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3188153310104529,"Dict(:p25 => 93.0, :p75 => 150.5, :p50 => 118.5, :p90 => 183.79999999999998, :p99 => 203.78, :p95 => 194.89999999999998)",NaN,22.2,0.13693693693693687,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7660000000000005, ""std_agreeableness"" => 0.48199585060454614, ""std_extraversion"" => 0.6184496745896144, ""mean_openness"" => 3.8519999999999994, ""std_conscientiousness"" => 0.5003298911718148, ""mean_agreeableness"" => 3.7119999999999997, ""std_neuroticism"" => 0.8695573586601404, ""std_openness"" => 0.4082523729263556, ""mean_conscientiousness"" => 2.944, ""mean_neuroticism"" => 3.164)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
27,5,1,0,22,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.31869639794168103,"Dict(:p25 => 95.0, :p75 => 153.5, :p50 => 121.5, :p90 => 186.2, :p99 => 205.82000000000002, :p95 => 197.1)",NaN,23.2,0.13103448275862073,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7660000000000005, ""std_agreeableness"" => 0.48199585060454614, ""std_extraversion"" => 0.6184496745896144, ""mean_openness"" => 3.8519999999999994, ""std_conscientiousness"" => 0.5003298911718148, ""mean_agreeableness"" => 3.7119999999999997, ""std_neuroticism"" => 0.8695573586601404, ""std_openness"" => 0.4082523729263556, ""mean_conscientiousness"" => 2.944, ""mean_neuroticism"" => 3.164)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
